sector,property_type,price,bedRoom,bathroom,balcony,floor_category,agePossession,built_up_area,servant room,store room,furnishing_type,luxury_category
sector 81,flat,1.28,3,3,3,Low floor,Moderately New Property,1982.0,1,0,0,Low
manesar,flat,0.75,3,4,3,Mid floor,Relatively new property,2717.0,1,0,1,Low
sector 40,house,2.1,3,3,2,Mid floor,Moderately New Property,900.0,0,0,0,Low
sector 102,flat,1.75,3,3,3+,Low floor,Relatively new property,1465.0,0,0,1,Low
sector 84,flat,0.85,3,3,3+,Mid floor,Relatively new property,1561.0,0,0,1,Medium
sector 103,flat,2.4,4,6,3+,High floor,Relatively new property,2456.0,1,0,1,High
sector 82,flat,1.6,4,5,3+,Mid floor,Relatively new property,2195.0,1,0,1,Medium
sector 89,flat,1.2,3,3,2,Mid floor,New Property,1423.0,0,0,1,Low
sector 67a,flat,1.62,3,3,2,Mid floor,New Property,1346.0,0,1,0,Medium
sohna road,flat,0.3,2,2,2,Mid floor,Relatively new property,711.0,0,0,1,Low
sector 17,house,0.29,2,1,0,Low floor,Old Property,891.0,0,0,1,Low
sector 60,flat,2.65,3,4,3+,Mid floor,Moderately New Property,2037.0,1,0,0,High
sector 69,flat,0.6,2,1,1,High floor,Relatively new property,667.0,0,0,1,Low
sector 88a,flat,1.19,2,2,3,High floor,Relatively new property,1387.0,0,0,0,High
sector 104,flat,1.2,3,2,3+,High floor,Relatively new property,1607.0,0,0,0,Medium
sector 61,house,2.01,3,3,3,Mid floor,Under Construction,1549.0,0,0,1,Medium
sector 28,house,2.1,2,8,3+,Mid floor,Moderately New Property,900.0,0,0,0,Low
sector 90,flat,1.25,3,3,3+,High floor,Relatively new property,1700.0,1,0,1,Medium
sector 103,flat,1.12,3,4,3+,Mid floor,New Property,1734.0,1,0,1,Low
sector 106,flat,1.14,3,4,3,Mid floor,Relatively new property,1305.0,1,0,1,Low
sector 113,flat,2.0,3,3,3,High floor,New Property,1806.0,0,0,1,Medium
sector 28,flat,2.3,3,3,3,Mid floor,Moderately New Property,1777.0,1,0,1,Medium
sector 92,flat,0.92,4,5,3+,High floor,Moderately New Property,1895.0,0,0,0,Medium
sector 81,flat,4.2,4,4,3+,High floor,Relatively new property,3512.0,1,0,0,Medium
sector 33,flat,1.4,2,2,3,High floor,Under Construction,1448.0,0,0,1,Medium
sector 76,flat,1.05,3,3,3+,Mid floor,Relatively new property,1597.0,0,0,0,Medium
sohna road,flat,0.32,2,2,1,Mid floor,Relatively new property,744.000768,0,0,1,Medium
sector 109,flat,1.5,3,3,3+,Mid floor,Relatively new property,1466.0,0,0,1,High
sohna road,flat,0.25,1,1,1,High floor,Relatively new property,600.0,0,0,1,Low
sector 25,flat,3.7,4,4,3,High floor,Old Property,2333.0,1,0,0,Low
sector 37d,flat,1.25,3,3,3+,Low floor,Under Construction,1725.0,0,0,1,Low
sector 113,flat,1.5,2,2,2,High floor,New Property,1155.0,0,0,1,Medium
sector 109,flat,1.75,3,3,3,Mid floor,New Property,1466.0,0,0,1,Low
sector 33,flat,1.7,3,3,3,High floor,Under Construction,1619.0,0,0,1,Low
sector 76,flat,3.35,3,4,3+,Mid floor,Under Construction,2111.0,1,0,2,High
sector 85,flat,2.05,4,4,3+,Mid floor,Relatively new property,2500.0,1,0,0,Low
sector 52,flat,1.4,3,3,3+,Mid floor,Relatively new property,2556.0,0,0,0,Medium
sector 95,flat,0.4,2,2,3,Low floor,Under Construction,661.0,0,0,1,Low
sector 90,flat,0.92,3,3,2,Mid floor,Relatively new property,2167.0,0,0,0,Low
sector 38,house,3.5,3,3,2,Low floor,Relatively new property,1439.97,0,0,1,Low
sector 25,house,6.6,6,7,3+,Low floor,Moderately New Property,1799.98,1,0,0,Medium
sector 62,flat,4.0,3,3,3,High floor,New Property,2343.0,1,0,0,Low
sector 84,flat,1.52,3,4,3,High floor,Relatively new property,1703.0,1,0,1,Medium
sohna road,flat,0.26,2,2,2,Mid floor,New Property,640.0,0,0,1,Medium
sector 88a,flat,1.0,2,2,3,Mid floor,Relatively new property,1611.0,0,0,1,Medium
sector 56,flat,1.7,3,2,3,Mid floor,Old Property,1585.0,0,1,1,Medium
sector 92,flat,0.68,3,3,2,High floor,Relatively new property,1442.0,0,0,1,Medium
sector 86,flat,1.59,3,3,3,High floor,Relatively new property,1700.0,0,0,0,High
sohna road,flat,0.4,2,2,1,Mid floor,New Property,615.0,0,0,1,Low
sector 81,flat,2.5,3,3,2,Mid floor,Relatively new property,2130.0,1,0,2,Medium
sector 56,flat,1.59,4,3,3+,Mid floor,Old Property,1900.0,0,0,0,Low
sector 6,flat,0.38,2,2,2,Low floor,Moderately New Property,944.0,0,0,1,Low
sector 79,flat,0.8,2,2,2,High floor,New Property,1688.0,0,0,1,Low
sector 36,flat,0.72,3,2,3,Mid floor,Under Construction,978.0,0,0,1,Low
sector 50,house,10.56,5,5,3,Mid floor,Moderately New Property,3240.0,1,0,1,Low
sector 69,flat,1.4,3,3,2,Low floor,Relatively new property,1428.0,0,0,1,Medium
sector 69,flat,1.8,4,4,2,Mid floor,Relatively new property,1819.0,0,0,0,High
sector 67,flat,3.49,3,3,3,High floor,Relatively new property,2724.0,1,0,1,Medium
sector 72,flat,3.3,3,3,3+,Mid floor,Relatively new property,2000.0,1,0,0,High
sector 66,flat,3.4,4,4,3+,Low floor,Relatively new property,2210.0,1,0,0,High
sector 38,house,3.5,3,2,2,Low floor,Moderately New Property,1722.19,0,0,1,Low
sector 107,flat,0.28,2,2,2,High floor,Relatively new property,543.0,0,0,1,Low
sector 81,flat,1.1,3,2,3+,Mid floor,Relatively new property,1319.0,0,0,1,High
sector 67a,flat,1.7,3,3,2,Mid floor,New Property,1346.0,1,0,0,Low
sector 104,flat,2.62,4,4,3+,High floor,Relatively new property,2851.0,1,0,1,High
sector 37d,house,2.5,5,5,3+,Low floor,Relatively new property,1900.0,0,0,1,Low
sector 83,flat,0.95,2,2,3,Mid floor,Relatively new property,1300.0,0,0,0,Medium
manesar,flat,0.48,2,2,3,Mid floor,Moderately New Property,993.0,0,0,1,Medium
sector 71,flat,1.32,4,4,3,High floor,Moderately New Property,1985.0,1,0,1,Medium
sector 103,flat,1.5,3,3,3+,Mid floor,Under Construction,1741.0,0,0,1,Medium
sector 26,house,5.8,5,5,3+,Low floor,Old Property,1800.01,1,1,1,Medium
sector 48,flat,2.5,4,5,3,Low floor,Moderately New Property,2167.0,0,0,0,Low
sector 11,house,2.2,4,3,2,Low floor,Old Property,1800.0,0,0,1,Low
sector 78,flat,0.8,3,2,2,Mid floor,Moderately New Property,1472.0,0,0,1,Medium
sector 43,house,5.25,4,4,2,Low floor,Old Property,1934.98,1,0,0,Medium
sector 81,flat,2.4,3,4,3+,High floor,Relatively new property,1903.0,1,0,2,High
sector 47,house,4.3,3,4,2,Low floor,Moderately New Property,1467.03,0,0,1,Low
sector 33,flat,1.25,2,2,3+,High floor,Under Construction,1539.0,0,0,1,Low
sector 33,flat,1.2,2,2,3,Low floor,New Property,86.0,0,0,1,Medium
sector 104,flat,1.05,3,4,3+,Mid floor,Relatively new property,2000.0,1,0,0,Medium
sector 50,house,10.3,5,6,3+,Mid floor,Moderately New Property,3240.0,1,1,0,High
sector 84,flat,0.92,3,3,3,Low floor,Relatively new property,1652.0,0,0,1,Medium
sector 107,flat,1.3,3,3,3,Mid floor,Relatively new property,1547.0,0,0,1,Medium
sector 28,house,2.58,4,2,2,Low floor,Relatively new property,1458.04,0,0,1,Low
sector 7,house,1.95,2,2,2,Low floor,Old Property,1440.0,0,0,1,Low
manesar,flat,0.5,2,2,0,Mid floor,Under Construction,1300.0,0,0,1,Low
sohna road,flat,1.3,3,3,3+,Mid floor,Relatively new property,1509.0,0,0,1,Low
sector 84,flat,1.2,2,2,3,Mid floor,Relatively new property,1457.0,0,0,0,Medium
sector 25,house,11.0,5,5,3+,Low floor,Relatively new property,3096.0,1,1,1,Low
sector 66,house,12.0,4,4,3+,Mid floor,Relatively new property,3240.0,1,1,0,High
sector 69,flat,1.75,4,4,1,High floor,Relatively new property,1783.0,0,0,1,Medium
sector 67,flat,3.4,3,4,3,High floor,Relatively new property,2123.0,1,0,0,Medium
sector 84,flat,0.37,2,2,1,Mid floor,Relatively new property,532.0,0,0,1,Medium
sohna road,flat,0.22,1,1,1,Low floor,New Property,778.0,0,0,1,Medium
sector 70,flat,1.65,3,4,3,Low floor,Relatively new property,1586.0,1,0,2,High
sector 49,flat,2.0,4,3,3+,Mid floor,Old Property,2492.0,0,0,1,Medium
sector 95,flat,0.36,2,2,2,Mid floor,New Property,717.0,0,0,1,Medium
sector 82,flat,0.78,2,2,2,Low floor,Relatively new property,1175.0,0,0,0,Medium
sector 48,flat,1.38,3,3,1,Low floor,Relatively new property,1611.0,0,0,1,Medium
sector 65,flat,2.75,4,4,3,Mid floor,Relatively new property,1975.0,1,0,0,Medium
sector 46,house,2.25,4,3,3,Mid floor,Relatively new property,90.0,0,0,0,Low
sector 37d,flat,1.6,4,3,3+,Mid floor,Relatively new property,2000.0,0,0,0,Medium
sector 84,flat,1.15,2,2,3,High floor,Relatively new property,1394.0,0,0,1,Low
sector 85,flat,1.25,2,2,3,Mid floor,Relatively new property,1730.0,0,0,1,Low
sector 38,house,4.3,3,9,3+,Mid floor,Relatively new property,1493.99,0,0,0,Low
sohna road,flat,0.95,3,2,3+,Mid floor,New Property,1210.0,0,0,1,Medium
sector 22,flat,1.99,2,2,2,Mid floor,New Property,1285.0,1,0,1,Low
sector 82a,flat,3.85,5,6,3+,Mid floor,New Property,5711.0,1,0,1,Medium
sector 81,flat,2.29,3,4,3+,Mid floor,Relatively new property,2315.0,1,0,2,High
sohna road,flat,0.27,2,2,2,Low floor,New Property,640.0,0,0,1,Low
sector 48,house,5.0,7,7,3,Low floor,Moderately New Property,2340.0,0,0,0,Low
sector 70,flat,1.55,3,5,3,Mid floor,Relatively new property,1527.0,1,0,1,High
sector 86,flat,1.93,3,4,3,High floor,Relatively new property,2068.0,1,0,1,Medium
sector 79,flat,0.78,2,2,3+,High floor,Relatively new property,1172.0,0,0,1,Low
sector 82,flat,1.0,2,2,2,High floor,Relatively new property,1299.0,0,0,1,Medium
sector 79,flat,2.01,3,4,3+,Mid floor,Relatively new property,2141.0,1,0,1,High
sector 85,flat,1.77,3,4,3+,Mid floor,New Property,2179.0,0,1,1,Medium
gwal pahari,flat,1.53,3,3,3,Low floor,New Property,1589.0,0,0,0,Medium
sector 23,house,1.2,3,2,2,Mid floor,New Property,1500.0,0,0,0,Medium
sector 54,flat,1.5,3,3,3+,Mid floor,Moderately New Property,1700.0,0,0,0,Medium
sohna road,flat,0.26,2,2,2,Low floor,Moderately New Property,521.0,0,0,1,Low
sohna road,flat,0.9,3,2,0,Low floor,Under Construction,1120.0,0,0,1,Medium
sector 56,flat,2.09,4,4,3+,Mid floor,Relatively new property,2300.0,0,0,0,Medium
sector 24,flat,5.8,3,4,3+,Mid floor,Old Property,3700.0,1,0,2,Medium
sector 7,flat,0.36,2,2,1,Low floor,Relatively new property,700.0,0,0,1,Low
sector 74,flat,1.57,2,2,3+,Mid floor,Relatively new property,1300.0,0,0,1,Medium
sohna road,flat,0.65,2,2,2,Low floor,Relatively new property,1043.0,0,0,1,Medium
sector 65,flat,2.77,4,4,3+,Mid floor,Relatively new property,2194.0,1,0,2,High
sector 47,flat,2.4,3,3,0,Low floor,Moderately New Property,2667.0,0,0,0,Low
sector 22,flat,2.4,2,2,2,Mid floor,Relatively new property,1200.0,0,0,2,Medium
sector 33,house,9.55,6,7,3+,Low floor,Relatively new property,4950.0,1,1,0,Medium
sector 51,flat,1.7,3,4,3,Low floor,Moderately New Property,1773.0,0,1,1,Medium
sector 102,flat,2.15,3,3,3,Mid floor,Relatively new property,1690.0,0,0,0,Low
sector 4,house,3.3,3,3,2,Low floor,Old Property,2250.0,0,0,1,Low
sector 49,house,2.75,3,3,1,Low floor,Old Property,1386.0,0,0,0,Medium
sector 82,house,6.8,4,4,3+,Mid floor,Relatively new property,3240.0,1,0,2,Medium
sector 36a,flat,0.37,1,1,1,Mid floor,Relatively new property,319.0,0,0,0,Medium
sector 49,flat,1.98,3,4,3,Mid floor,Moderately New Property,1750.75,1,0,0,Medium
sector 68,flat,1.1,2,2,3,High floor,New Property,1244.0,0,0,1,Medium
sohna road,flat,0.27,2,2,2,Mid floor,Relatively new property,619.0,0,0,1,Low
sector 45,flat,2.25,4,4,2,Mid floor,Old Property,3194.0,1,0,2,Low
manesar,flat,0.75,3,3,3+,Mid floor,Moderately New Property,1914.0,1,0,1,Low
sector 36a,flat,0.65,2,2,2,Mid floor,Relatively new property,657.0,0,0,1,Medium
sector 77,flat,1.79,3,3,3,Low floor,New Property,1600.0,1,0,0,Low
sector 69,flat,1.43,3,3,2,Low floor,Relatively new property,1305.0,0,0,1,Medium
sector 102,flat,1.8,3,3,3,Low floor,Relatively new property,1531.0,0,0,1,Medium
sector 37d,flat,0.55,2,2,3,Mid floor,New Property,543.0,0,0,1,Medium
sector 33,house,9.5,5,7,3+,Low floor,Under Construction,4071.49,1,1,1,Medium
sector 70,flat,1.8,3,4,3,Low floor,New Property,1527.0,1,0,1,Low
sector 67,flat,3.32,3,4,3,Mid floor,New Property,2016.0,1,0,0,High
sector 86,flat,0.42,2,2,1,Low floor,New Property,557.0,1,0,1,Medium
sector 5,flat,0.26,1,1,1,Mid floor,Relatively new property,648.0,0,0,1,Low
sector 14,house,4.6,1,1,0,Low floor,Old Property,2250.0,0,0,1,Low
sector 104,flat,1.85,3,3,3+,High floor,Relatively new property,2072.0,1,0,1,High
sector 37d,flat,1.8,4,3,3,High floor,Relatively new property,1983.0,0,0,0,Medium
sector 105,house,0.65,3,2,1,Low floor,Relatively new property,720.0,0,0,1,Low
sector 48,flat,3.65,3,3,3+,Mid floor,Relatively new property,2395.0,0,0,0,High
sector 26,house,8.9,4,4,3+,Low floor,Old Property,2700.0,1,1,1,Medium
sector 109,flat,2.95,4,4,3+,Mid floor,Relatively new property,3150.0,1,1,0,High
sector 69,flat,1.95,4,4,2,Low floor,Relatively new property,1819.0,0,0,1,High
gwal pahari,flat,5.9,4,4,3+,Low floor,Moderately New Property,5350.0,0,0,1,Medium
sector 61,flat,2.17,3,3,3,Low floor,Under Construction,1721.0,0,0,1,Low
sector 71,flat,1.1,3,4,3,Mid floor,Moderately New Property,1631.0,1,0,1,Low
sector 2,house,0.35,2,2,0,Low floor,New Property,600.0,0,0,1,Low
sohna road,flat,0.48,2,2,2,High floor,Under Construction,995.0,0,0,1,Low
sector 68,flat,1.7,4,4,3,Low floor,New Property,1809.0,0,0,1,Low
sector 70a,house,5.35,4,4,3+,Mid floor,Relatively new property,6000.0,1,1,0,High
sector 79,flat,1.5,3,4,3+,High floor,Relatively new property,1416.0,1,0,0,Medium
sector 67,flat,3.32,4,5,3+,High floor,Moderately New Property,2385.0,1,0,0,High
sector 7,house,0.75,3,5,3,Mid floor,Moderately New Property,600.0,0,0,1,Low
sector 111,flat,2.35,3,3,3+,Mid floor,Under Construction,1615.0,0,0,1,Low
sector 69,flat,1.4,3,3,1,High floor,Relatively new property,1392.0,0,0,0,High
sector 86,flat,1.55,3,3,3+,High floor,Relatively new property,1500.0,0,0,2,High
sector 84,flat,0.6,2,2,2,High floor,Relatively new property,1086.0,0,0,1,Medium
sector 71,flat,0.98,3,3,3,Low floor,Moderately New Property,1466.0,0,0,1,Medium
sector 85,flat,1.98,3,4,3,Mid floor,Relatively new property,2300.0,0,0,1,Low
sector 24,house,3.5,2,4,3,Mid floor,Old Property,1080.01,0,0,1,Low
sector 102,flat,1.98,3,3,3+,Mid floor,Relatively new property,2222.0,1,0,0,Medium
sector 79,flat,1.72,3,4,3+,Mid floor,Relatively new property,1695.0,1,0,1,High
sohna road,flat,1.1,3,2,3,High floor,Relatively new property,1319.0,0,0,1,Medium
sector 92,flat,2.0,4,5,3+,High floor,Relatively new property,2453.0,1,0,0,Medium
sector 66,house,19.0,5,6,3+,Mid floor,Relatively new property,6667.0,1,1,0,Medium
sector 83,flat,1.12,3,3,2,High floor,Moderately New Property,1500.0,0,0,0,Medium
sector 71,flat,0.59,2,2,1,Mid floor,Moderately New Property,639.0,0,0,1,Medium
sector 50,house,6.8,4,4,3+,Low floor,Old Property,2160.0,1,0,1,Medium
sector 61,flat,1.7,2,2,2,Mid floor,Under Construction,1244.0,0,0,1,Medium
sector 46,house,3.5,4,4,2,Low floor,Relatively new property,1620.0,0,0,0,Low
sector 37c,flat,1.35,3,3,0,Low floor,New Property,1820.0,0,0,1,Medium
sector 28,house,11.75,4,5,3+,Mid floor,Relatively new property,2844.0,1,1,0,Medium
sohna road,flat,0.55,2,2,3,Mid floor,Relatively new property,913.0,0,0,1,Medium
sector 104,flat,1.59,2,2,2,High floor,Relatively new property,1403.0,0,0,1,Medium
sector 108,flat,0.7,2,2,3,Low floor,Moderately New Property,1720.0,0,0,0,Low
sohna road,flat,0.35,2,2,2,High floor,Relatively new property,694.0,0,0,1,Medium
sector 43,flat,3.8,3,3,3+,Low floor,Moderately New Property,2450.0,1,0,0,Medium
manesar,flat,0.85,3,3,2,Low floor,Moderately New Property,2556.0,0,0,1,Low
sector 84,flat,0.73,2,2,3+,Mid floor,Relatively new property,1026.0,0,1,1,High
sector 65,flat,2.85,4,4,3,Mid floor,Relatively new property,2194.0,1,0,1,Low
sector 3,flat,0.5,2,2,1,Low floor,Old Property,722.0,0,0,0,Low
sector 50,flat,2.35,3,3,3+,Mid floor,Moderately New Property,1950.0,0,0,0,High
sector 69,flat,2.6,4,4,3+,Mid floor,Moderately New Property,2172.0,1,0,1,Low
sector 85,flat,1.17,2,2,3,High floor,Relatively new property,1660.0,0,0,1,Low
sector 69,flat,1.52,3,3,2,Mid floor,Relatively new property,1428.0,0,0,0,High
sector 28,flat,1.24,2,2,3+,High floor,Moderately New Property,1050.0,0,0,0,High
sector 84,flat,0.35,2,2,1,Mid floor,Relatively new property,531.0,0,1,1,Medium
sector 6,house,0.75,4,4,2,Low floor,Moderately New Property,480.0,0,0,1,Low
sector 8,house,0.82,2,3,3,Low floor,Moderately New Property,900.0,0,0,1,Low
sector 68,flat,1.0,2,2,2,High floor,New Property,1311.0,0,0,1,Medium
sector 113,flat,2.7,3,4,3+,Mid floor,Relatively new property,2217.0,1,0,0,Low
sector 113,flat,2.33,3,3,3,Mid floor,New Property,2098.0,1,0,1,High
sector 95,flat,0.2,1,1,1,Low floor,Relatively new property,407.0,0,0,1,Medium
sector 77,flat,2.1,3,4,3+,High floor,New Property,1600.0,1,0,0,Medium
sector 61,flat,1.6,2,2,2,Mid floor,Under Construction,1278.0,0,0,1,Low
sector 56,house,3.25,5,6,3+,Mid floor,Relatively new property,1511.98,0,0,0,Low
manesar,flat,0.6,3,2,2,Mid floor,Moderately New Property,1277.0,0,0,1,Medium
sector 47,flat,1.8,4,4,3+,Mid floor,Moderately New Property,2857.0,0,1,0,Medium
gwal pahari,flat,1.38,2,2,2,Mid floor,Under Construction,1130.0,0,0,1,Medium
sector 89,flat,1.1,3,2,3,Mid floor,New Property,1550.0,0,0,1,Low
sector 82,flat,1.12,3,3,2,High floor,Relatively new property,1588.0,0,0,1,Low
sector 48,house,8.4,4,5,3+,Low floor,Moderately New Property,4000.0,1,0,0,Low
sector 85,flat,0.55,2,2,2,Mid floor,Relatively new property,1050.0,0,0,1,High
sector 108,flat,0.9,2,3,3,Mid floor,Relatively new property,1161.0,1,0,1,Medium
sector 69,flat,2.05,4,4,2,Low floor,Relatively new property,1889.0,0,0,1,High
sector 25,house,6.25,5,5,3,Low floor,Moderately New Property,1800.01,1,0,0,Medium
sector 31,flat,1.25,2,2,2,Low floor,Old Property,1200.0,0,0,1,Low
sector 48,house,7.8,4,4,3+,Low floor,Relatively new property,3240.0,1,1,0,Medium
sector 86,flat,1.3,3,3,3,High floor,Moderately New Property,1747.0,1,0,1,Medium
sector 85,flat,1.17,2,3,3,Mid floor,Relatively new property,1550.0,0,0,1,Low
sector 65,flat,3.5,4,4,3,Mid floor,Relatively new property,1975.0,1,0,1,Medium
sector 92,flat,0.78,2,2,2,Low floor,New Property,1083.0,0,0,0,Low
sector 89,flat,1.0,2,2,2,Low floor,New Property,1226.0,0,0,1,Low
sector 48,house,7.25,3,4,2,Low floor,Moderately New Property,2592.0,1,1,0,Medium
sector 11,house,2.1,2,6,3+,Mid floor,Relatively new property,1215.0,0,0,1,Low
sector 25,house,10.5,5,5,3,Mid floor,Moderately New Property,3618.0,1,0,1,Low
sector 25,house,4.45,4,3,3+,Low floor,Moderately New Property,1350.0,0,1,1,Medium
sector 81,flat,3.45,4,4,3+,Mid floor,New Property,2599.0,1,0,2,High
sector 102,flat,2.0,3,3,3,Mid floor,Relatively new property,1676.0,0,0,1,Low
sohna road,flat,0.78,2,2,3,Mid floor,Under Construction,1222.0,0,0,1,Medium
sector 90,flat,1.23,3,3,2,High floor,Relatively new property,1578.0,0,0,1,Low
sector 108,flat,1.2,3,3,3+,Mid floor,Relatively new property,1275.53,0,0,1,Medium
sector 45,flat,2.4,3,3,2,Low floor,New Property,195.0,1,0,0,Low
sector 41,house,7.0,7,7,3+,Mid floor,Moderately New Property,2475.0,1,1,2,High
sector 61,flat,3.9,3,4,3+,High floor,Under Construction,1174.0,1,0,1,High
sector 108,flat,0.7,2,2,2,High floor,Moderately New Property,1362.0,0,0,1,Medium
sector 89,flat,1.42,3,3,2,Mid floor,New Property,1581.0,0,0,1,Low
sector 69,flat,1.29,3,3,1,High floor,Relatively new property,1419.0,0,0,0,Medium
sector 69,flat,1.78,4,4,2,Mid floor,Relatively new property,1819.0,0,0,0,High
sector 104,flat,1.1,2,2,3,High floor,Under Construction,1148.0,0,0,1,Medium
sector 43,house,5.5,1,1,0,Low floor,Old Property,1934.98,0,0,1,Low
sector 92,flat,0.78,2,2,3,Low floor,Under Construction,846.0,0,0,1,Low
sector 50,flat,3.25,3,4,3+,Mid floor,Old Property,2819.0,1,0,0,Medium
sector 84,flat,0.34,2,2,1,Low floor,Relatively new property,537.0,0,1,0,Medium
sohna road road,house,1.35,5,5,3+,Mid floor,Relatively new property,1350.0,0,0,1,Low
sector 102,flat,1.75,3,4,3+,High floor,Relatively new property,1748.0,1,0,1,Medium
sector 41,house,7.25,9,8,3,Mid floor,Old Property,2475.0,1,0,0,Medium
sector 103,flat,1.1,3,3,3+,Mid floor,New Property,1500.0,0,0,1,Medium
sector 26,house,5.8,4,3,2,Low floor,Relatively new property,1800.01,0,1,1,Low
sector 65,flat,5.0,3,3,3,Low floor,Relatively new property,3245.0,1,0,0,High
sohna road,flat,0.78,3,3,3,Low floor,Relatively new property,1344.0,0,0,1,High
sector 107,flat,0.4,2,2,1,Mid floor,Relatively new property,577.0,0,0,0,Medium
sector 85,flat,1.3,2,2,2,High floor,New Property,1484.0,0,0,1,Medium
sector 50,flat,2.5,3,3,3,High floor,Relatively new property,1894.0,0,0,0,Medium
sector 57,house,9.25,5,5,3+,Mid floor,Relatively new property,5580.02,1,1,0,High
sector 92,flat,0.65,3,2,3,Mid floor,Relatively new property,1240.0,0,0,1,Low
sector 92,flat,0.65,3,3,3,Low floor,Moderately New Property,1304.0,0,0,1,Medium
sector 83,flat,1.8,3,4,3,Mid floor,Relatively new property,1551.0,1,1,0,High
sector 46,house,2.4,4,4,3,Mid floor,Moderately New Property,900.0,0,1,0,Low
sector 84,flat,1.05,3,3,3,Mid floor,Relatively new property,1610.0,0,0,1,Medium
sector 56,flat,1.65,3,3,3+,Mid floor,Moderately New Property,2131.0,0,0,0,Medium
sector 105,house,1.35,5,3,3,Mid floor,Moderately New Property,3500.0,0,0,1,Low
sector 26,house,18.9,6,8,2,Mid floor,Relatively new property,4518.0,1,1,0,Medium
sector 102,flat,1.76,3,3,3,Low floor,Relatively new property,1531.0,0,0,1,Medium
sector 37c,flat,0.42,2,2,2,Mid floor,Relatively new property,833.0,0,0,1,Low
sector 33,flat,1.3,3,2,3+,High floor,New Property,1409.0,0,0,1,Low
sector 102,flat,0.97,2,2,2,High floor,Relatively new property,828.0,0,0,1,Medium
sector 109,flat,1.6,3,3,3,Mid floor,Relatively new property,1550.0,0,0,1,Medium
sector 43,house,2.1,10,10,3+,Mid floor,New Property,549.0,1,0,1,Low
sohna road road,house,0.95,3,10,3+,Mid floor,New Property,1065.0,0,0,1,Low
sector 56,house,3.6,5,5,3+,Mid floor,Moderately New Property,1448.98,0,0,1,Low
sector 55,house,5.0,2,9,3+,Mid floor,New Property,1125.01,0,0,0,Low
sector 90,flat,1.65,4,4,3+,High floor,Relatively new property,2214.0,0,0,1,High
sector 109,flat,1.5,3,4,3+,Mid floor,Relatively new property,1797.0,1,0,1,Low
sector 86,flat,1.55,3,3,3,Mid floor,Relatively new property,1900.0,0,0,1,Low
sector 84,flat,1.01,3,3,2,High floor,Relatively new property,1475.0,0,0,1,Low
sector 60,flat,2.05,2,3,2,Low floor,Relatively new property,1520.0,0,1,0,High
sector 33,flat,1.62,3,4,3+,Mid floor,New Property,129.42,1,0,1,Medium
sector 2,house,5.7,5,5,2,Low floor,Old Property,4550.0,0,0,2,Medium
sector 52,flat,2.0,4,3,3,Mid floor,Moderately New Property,2091.0,1,0,2,Medium
sector 56,flat,1.54,3,3,2,Mid floor,Old Property,1920.0,1,0,0,Medium
sector 76,flat,1.92,3,3,2,Low floor,Under Construction,1672.0,0,0,1,Medium
sector 3,house,1.5,7,2,0,Low floor,Moderately New Property,1980.0,0,0,1,Low
sector 113,flat,3.0,3,3,3+,Mid floor,Relatively new property,2460.0,1,0,1,High
sector 109,flat,2.2,3,4,3,High floor,Relatively new property,1860.0,1,0,1,High
sector 5,house,3.5,6,5,2,Mid floor,Old Property,2250.0,1,0,2,High
sector 22,flat,3.2,3,4,3+,Low floor,New Property,2517.0,0,0,1,Low
sector 85,flat,1.04,2,2,3,High floor,New Property,1550.0,0,0,1,Medium
sector 37d,flat,1.2,3,2,1,Mid floor,Under Construction,1900.0,1,0,1,Medium
sector 82,flat,3.0,4,6,3+,High floor,Relatively new property,4425.0,1,0,0,Medium
sector 92,flat,0.72,3,3,3,Mid floor,Relatively new property,1700.0,1,0,1,Low
sector 48,flat,1.5,3,3,3,Low floor,Old Property,1600.0,0,0,0,Medium
sector 37c,flat,1.27,3,3,3,Low floor,Relatively new property,1595.0,0,0,1,Low
sector 85,flat,1.05,2,2,3,Mid floor,Relatively new property,1484.0,0,0,1,Low
sector 99,flat,0.72,2,2,2,High floor,Relatively new property,784.0,0,1,1,Low
sector 74,flat,1.54,2,2,3+,High floor,Relatively new property,1200.0,0,0,1,Medium
sector 33,flat,2.0,3,3,3+,Mid floor,New Property,1619.0,0,0,1,Low
sector 2,house,2.95,4,4,3+,Low floor,Old Property,1845.02,0,0,1,Low
sector 49,house,3.75,2,6,3+,Mid floor,Moderately New Property,1467.02,0,0,0,Low
sector 69,flat,1.6,3,3,2,Low floor,Relatively new property,1428.0,0,0,1,Low
sector 89,flat,1.33,3,3,3,Mid floor,Under Construction,1423.0,0,0,1,Medium
sector 86,flat,1.5,3,3,1,High floor,Relatively new property,1719.0,0,0,1,Low
sector 85,flat,1.22,2,2,3,High floor,Relatively new property,1300.0,0,1,1,Medium
sector 4,house,3.2,3,3,2,Low floor,Old Property,2250.0,0,0,1,Low
sector 90,flat,1.78,4,4,3+,High floor,Relatively new property,2005.0,0,0,1,Medium
sector 37d,flat,1.1,3,3,3+,Mid floor,Under Construction,1561.0,0,0,1,Medium
sector 12,flat,0.72,2,2,1,Low floor,Relatively new property,1100.0,0,0,0,Low
sector 58,flat,4.85,4,5,3,High floor,Relatively new property,3182.0,1,0,0,Low
sector 3 phase 3 extension,house,0.7,2,3,1,Low floor,Relatively new property,999.0,0,1,1,Low
