sector,property_type,society,price,price_per_sqft,area,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,agePossession,super_built_up_area,built_up_area,carpet_area,servant room,study room,others,pooja room,store room,furnishing_type,luxury_score,area_room_ratio
sector 95,flat,signature the roselia,0.48,7164.0,670.0,Carpet area: 670 (62.25 sq.m.),2,2,2,6.0,Na,Relatively new property,,,670.0,0,0,0,0,0,1,16,335.0
sector 25,house,independent,4.31,31926.0,1350.0,Plot area 150(125.42 sq.m.),5,4,3,3.0,North,Old Property,,1350.0,,0,0,0,0,0,1,40,270.0
sector 84,flat,pivotal devaan,0.35,6003.0,583.0,Super Built up area 583(54.16 sq.m.),2,2,1,4.0,East,Relatively new property,583.0,,,0,0,0,0,0,1,37,291.5
sector 62,flat,emaar digihomes,2.1,13926.0,1508.0,Super Built up area 1508(140.1 sq.m.)Built Up area: 1500 sq.ft. (139.35 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),2,2,3,12.0,North-East,New Property,1508.0,1500.0,1200.0,0,0,1,0,0,0,49,754.0
sector 104,flat,ats triumph,2.52,8000.0,3150.0,Super Built up area 3150(292.64 sq.m.)Built Up area: 2800 sq.ft. (260.13 sq.m.)Carpet area: 2400 sq.ft. (222.97 sq.m.),4,4,3+,19.0,North-East,Relatively new property,3150.0,2800.0,2400.0,1,0,0,0,1,0,156,787.5
sector 91,flat,tarc maceo,1.8,7759.0,2320.0,Carpet area: 2320 (215.54 sq.m.),3,3,3+,0.0,North,Relatively new property,,,2320.0,0,0,0,1,0,2,45,773.3333333333334
sector 67,flat,ireo victory valley,2.95,12110.0,2436.0,Super Built up area 2436(226.31 sq.m.)Built Up area: 2236 sq.ft. (207.73 sq.m.)Carpet area: 2036 sq.ft. (189.15 sq.m.),3,3,3+,14.0,South,Moderately New Property,2436.0,2236.0,2036.0,1,0,0,1,0,0,165,812.0
sector 81,flat,signature global city 81,0.89,8279.0,1075.0,Carpet area: 1075 (99.87 sq.m.),2,2,2,3.0,North,Under Construction,,,1075.0,0,0,1,0,0,1,20,537.5
sector 2,house,palam vihar extension west zone rwa,0.4,4444.0,900.09,Plot area 900(83.61 sq.m.),3,4,2,2.0,West,Moderately New Property,,900.0,,0,0,0,0,0,1,36,300.03000000000003
sector 49,flat,orchid petals,2.35,11559.0,2033.0,Super Built up area 2033(188.87 sq.m.)Built Up area: 2030 sq.ft. (188.59 sq.m.)Carpet area: 1750 sq.ft. (162.58 sq.m.),3,3,3,15.0,West,Relatively new property,2033.0,2030.0,1750.0,0,0,1,0,0,1,49,677.6666666666666
sector 92,house,independent,1.8,7627.0,2360.04,Built Up area: 2360 (219.25 sq.m.),4,5,0,13.0,Na,Undefined,,2360.0,,0,0,0,0,0,1,0,590.01
sohna road,flat,gls arawali homes,0.3,6237.0,481.0,Super Built up area 567(52.68 sq.m.)Carpet area: 480.53 sq.ft. (44.64 sq.m.),2,2,2,4.0,East,Relatively new property,567.0,,480.53,0,0,0,0,0,2,120,240.5
sector 81,flat,dlf the ultima,2.4,11412.0,2103.0,Super Built up area 2103(195.38 sq.m.)Built Up area: 1650 sq.ft. (153.29 sq.m.)Carpet area: 1257 sq.ft. (116.78 sq.m.),3,3,3+,12.0,North-East,Relatively new property,2103.0,1650.0,1257.0,1,0,0,0,0,2,49,701.0
sector 103,house,satya the hermitage,3.15,6702.0,4700.09,Built Up area: 4700 (436.64 sq.m.),4,5,0,12.0,East,Undefined,,4700.0,,0,0,0,0,0,1,61,1175.0225
sector 37d,flat,ramprastha the edge towers,0.71,5420.0,1310.0,Super Built up area 1310(121.7 sq.m.)Built Up area: 1100 sq.ft. (102.19 sq.m.)Carpet area: 1000 sq.ft. (92.9 sq.m.),2,2,3,10.0,South-East,New Property,1310.0,1100.0,1000.0,0,0,1,0,0,1,38,655.0
sector 95,flat,rof ananda,0.32,5829.0,549.0,Carpet area: 549.16 (51.02 sq.m.),2,2,1,9.0,North,Relatively new property,,,549.174178,0,0,0,1,0,0,71,274.5
sector 110,flat,indiabulls enigma,4.49,11572.0,3880.0,Super Built up area 3880(360.46 sq.m.),5,5,3+,4.0,North-East,Relatively new property,3880.0,,,1,0,0,0,0,1,165,776.0
sector 90,flat,shree vardhman flora,1.0,5128.0,1950.0,Super Built up area 1950(181.16 sq.m.),3,4,3,8.0,North-East,New Property,1950.0,,,1,0,0,0,0,1,95,650.0
sector 53,flat,tulip monsella,6.02,20816.0,2892.0,Built Up area: 2892 (268.68 sq.m.),3,3,3,29.0,Na,Under Construction,,2892.0,,0,0,0,0,0,1,68,964.0
sector 107,flat,m3m woodshire,1.02,6649.0,1534.0,Super Built up area 1534(142.51 sq.m.),2,2,3,6.0,North-East,Relatively new property,1534.0,,,0,1,0,0,0,1,112,767.0
sector 65,flat,m3m skycity,2.1,16031.0,1310.0,Super Built up area 1310(121.7 sq.m.),2,2,2,43.0,Na,New Property,1310.0,,,0,0,0,0,0,1,127,655.0
sector 109,house,international city by sobha phase 1,5.75,16428.0,3500.12,Plot area 272(25.27 sq.m.)Built Up area: 4800 sq.ft. (445.93 sq.m.)Carpet area: 3500 sq.ft. (325.16 sq.m.),4,4,2,3.0,South-East,Relatively new property,,4800.0,3500.0,1,0,0,0,0,1,146,875.03
sector 112,flat,experion windchants,5.2,10726.0,4848.0,Super Built up area 4848(450.39 sq.m.)Built Up area: 3655.35 sq.ft. (339.59 sq.m.)Carpet area: 3500 sq.ft. (325.16 sq.m.),4,6,3+,15.0,East,Relatively new property,4848.0,3655.35,3500.0,1,0,0,1,0,0,174,1212.0
sector 54,flat,swarn jayanti cghs,1.75,7609.0,2300.0,Super Built up area 2300(213.68 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),4,3,3+,3.0,North-West,Old Property,2300.0,1900.0,1800.0,0,0,1,0,0,0,26,575.0
sohna road,flat,eldeco accolade,0.73,5753.0,1269.0,Super Built up area 1269(117.89 sq.m.),2,2,3,9.0,North-East,Relatively new property,1269.0,,,0,0,0,1,0,1,103,634.5
sector 46,house,independent,3.6,24845.0,1448.98,Plot area 161(134.62 sq.m.),5,5,3+,3.0,South-East,Moderately New Property,,1449.0,,1,0,0,0,0,0,75,289.796
sector 78,flat,umang monsoon breeze,1.1,5055.0,2176.0,Built Up area: 2176 (202.16 sq.m.),3,3,3+,9.0,Na,Old Property,,2176.0,,1,0,0,0,0,1,80,725.3333333333334
sector 69,flat,tulip violet,1.19,8815.0,1350.0,Carpet area: 1350 (125.42 sq.m.),2,3,1,0.0,West,Relatively new property,,,1350.0,0,1,0,0,0,1,174,675.0
sector 84,flat,antriksh heights,0.89,4369.0,2037.0,Super Built up area 2025(188.13 sq.m.),3,3,3,8.0,North,Relatively new property,2025.0,,,0,0,0,1,0,1,67,679.0
sector 89,flat,smart world gems,1.1,9973.0,1103.0,Carpet area: 1103 (102.47 sq.m.),2,2,2,3.0,Na,New Property,,,1103.0,0,0,0,0,1,1,77,551.5
sector 71,flat,signature andour heights,0.37,7400.0,500.0,Super Built up area 500(46.45 sq.m.)Built Up area: 425 sq.ft. (39.48 sq.m.)Carpet area: 366.48 sq.ft. (34.05 sq.m.),1,1,2,2.0,North-East,Relatively new property,500.0,425.0,366.48,0,0,0,0,0,0,37,500.0
sector 70,flat,shree vardhman victoria,1.07,7926.0,1350.0,Super Built up area 1350(125.42 sq.m.),2,2,3,8.0,North,Relatively new property,1350.0,,,0,1,0,0,0,1,108,675.0
sector 43,flat,sanskriti apartments,2.5,13514.0,1850.0,Super Built up area 1850(171.87 sq.m.),3,2,3,5.0,East,Old Property,1850.0,,,0,1,0,0,0,1,0,616.6666666666666
sector 37c,flat,corona optus,1.22,6912.0,1765.0,Super Built up area 1765(163.97 sq.m.)Built Up area: 1665 sq.ft. (154.68 sq.m.)Carpet area: 1565 sq.ft. (145.39 sq.m.),3,4,3,5.0,South-East,Relatively new property,1765.0,1665.0,1565.0,0,0,0,0,0,1,149,588.3333333333334
sector 26,house,arjun marg/ sector- 26 phase- 1/ golf course road,31.5,35000.0,9000.0,Plot area 1000(836.13 sq.m.),7,9,3+,3.0,North-East,Moderately New Property,,9000.0,,1,1,0,1,1,2,74,1285.7142857142858
sector 80,flat,elan mercado,0.85,12409.0,685.0,Carpet area: 685 (63.64 sq.m.),1,1,1,15.0,Na,Relatively new property,,,685.0,0,0,0,0,0,1,60,685.0
sector 89,house,greenopolis,0.7,5397.0,1297.02,Built Up area: 1297 (120.5 sq.m.),2,2,2,14.0,North-East,Undefined,,1297.0,,0,0,0,0,0,1,0,648.51
sector 6,house,bhim nagar society,0.4,2500.0,1600.0,Built Up area: 1600 (148.64 sq.m.)Carpet area: 800 sq.ft. (74.32 sq.m.),4,2,2,1.0,East,Undefined,,1600.0,800.0,0,0,0,0,0,1,0,400.0
gwal pahari,flat,valley view estate,1.5,7489.0,2003.0,Super Built up area 2000(185.81 sq.m.)Built Up area: 1850 sq.ft. (171.87 sq.m.)Carpet area: 1650 sq.ft. (153.29 sq.m.),4,4,3+,10.0,North-East,Moderately New Property,2000.0,1850.0,1650.0,0,0,0,0,0,1,58,500.75
sector 72,flat,tata primanti,5.0,11111.0,4500.0,Built Up area: 4500 (418.06 sq.m.)Carpet area: 3500 sq.ft. (325.16 sq.m.),4,4,3+,2.0,North-East,Moderately New Property,,4500.0,3500.0,1,1,1,1,0,0,174,1125.0
sector 84,flat,pivotal devaan,0.34,5832.0,583.0,Super Built up area 583(54.16 sq.m.)Carpet area: 484 sq.ft. (44.97 sq.m.),2,2,1,3.0,East,Relatively new property,583.0,,484.0,0,0,0,0,1,1,75,291.5
sector 28,house,independent,9.0,27778.0,3239.97,Plot area 360(301.01 sq.m.),6,7,3+,3.0,North,Moderately New Property,,3240.0,,1,1,0,1,1,1,67,539.995
sohna road,flat,mvn athens,0.21,4667.0,450.0,Carpet area: 450 (41.81 sq.m.),1,1,1,11.0,Na,New Property,,,450.0,0,0,0,0,0,1,16,450.0
sector 22,flat,ambience creacions,6.16,20533.0,3000.0,Carpet area: 3000 (278.71 sq.m.),4,5,3+,10.0,South-East,New Property,,,3000.0,1,0,0,1,0,0,49,750.0
sector 104,flat,godrej summit,0.85,5878.0,1446.0,Super Built up area 1446(134.34 sq.m.)Built Up area: 1269 sq.ft. (117.89 sq.m.)Carpet area: 777 sq.ft. (72.19 sq.m.),2,2,3+,10.0,East,Relatively new property,1446.0,1269.0,777.0,0,1,0,0,0,1,79,723.0
sector 99a,flat,pareena coban residences,1.6,8000.0,2000.0,Super Built up area 2000(185.81 sq.m.),3,3,3,6.0,Na,Under Construction,2000.0,,,0,0,0,0,0,1,0,666.6666666666666
sector 81,flat,vipul lavanya,0.64,5263.0,1216.0,Carpet area: 1225 (113.81 sq.m.),2,2,3,12.0,East,Relatively new property,,,1225.0,0,0,0,0,0,0,93,608.0
sector 50,house,nirvana country,10.0,14285.0,7000.35,Built Up area: 7000 (650.32 sq.m.),5,7,2,4.0,East,Moderately New Property,,7000.0,,1,0,0,0,0,2,0,1400.0700000000002
sector 92,flat,gls avenue 51,0.42,6562.0,640.0,Carpet area: 640 (59.46 sq.m.),3,3,1,2.0,Na,Relatively new property,,,640.0,0,0,0,0,0,1,20,213.33333333333334
sector 103,flat,indiabulls centrum park,1.9,5682.0,3344.0,Carpet area: 3344 (310.67 sq.m.),3,4,3+,10.0,North-East,Relatively new property,,,3344.0,1,1,1,1,0,0,49,1114.6666666666667
sector 62,flat,pioneer araya,7.56,18000.0,4200.0,Built Up area: 4200 (390.19 sq.m.),4,4,3+,23.0,West,Relatively new property,,4200.0,,1,0,0,1,0,0,87,1050.0
sector 48,house,eldeco mansionz,6.0,22222.0,2700.03,Plot area 300(250.84 sq.m.),4,4,3+,2.0,East,Moderately New Property,,2700.0,,1,0,0,0,0,1,69,675.0075
sector 76,house,suncity avenue 76,0.75,10067.0,745.01,Plot area 745(69.21 sq.m.)Built Up area: 745 sq.ft. (69.21 sq.m.),2,2,2,11.0,North-East,New Property,,745.0,,0,0,0,0,0,1,40,372.505
manesar,house,independent,2.0,14954.0,1337.43,Plot area 1337.4(124.25 sq.m.),3,1,0,3.0,North,Moderately New Property,,1337.4,,0,0,0,0,0,1,16,445.81
sector 110,flat,ompee k s residency,1.6,2993.0,5346.0,Carpet area: 66 (55.18 sq.m.),2,2,2,1.0,Na,Relatively new property,,,66.0,0,0,0,0,0,1,0,2673.0
sector 53,flat,parsvnath exotica,5.0,17271.0,2895.0,Super Built up area 2895(268.95 sq.m.)Built Up area: 2500 sq.ft. (232.26 sq.m.)Carpet area: 2200 sq.ft. (204.39 sq.m.),3,4,3+,8.0,North-East,Relatively new property,2895.0,2500.0,2200.0,1,0,1,1,0,0,49,965.0
sector 67,house,independent,1.5,8642.0,1735.71,Carpet area: 180 (150.5 sq.m.),5,3,2,2.0,Na,New Property,,,180.0,0,0,0,0,0,1,0,347.142
sector 54,flat,dlf the crest,11.0,35223.0,3123.0,Super Built up area 3123(290.14 sq.m.),4,6,3,7.0,Na,Relatively new property,3123.0,,,1,0,0,0,0,2,125,780.75
sector 113,flat,la vida by tata housing,2.78,10335.0,2690.0,Super Built up area 2690(249.91 sq.m.)Built Up area: 2350 sq.ft. (218.32 sq.m.)Carpet area: 2170 sq.ft. (201.6 sq.m.),3,4,3+,5.0,North-East,Relatively new property,2690.0,2350.0,2170.0,1,0,0,0,0,1,174,896.6666666666666
sector 60,flat,ireo skyon,3.75,13393.0,2800.0,Super Built up area 2800(260.13 sq.m.),4,5,3,15.0,South,Relatively new property,2800.0,,,1,0,0,0,0,1,167,700.0
sector 81,flat,dlf the ultima,3.46,12047.0,2872.0,Super Built up area 2872(266.82 sq.m.),4,4,3+,10.0,East,New Property,2872.0,,,1,0,0,0,0,2,161,718.0
sector 12,flat,shri balaji apartment,0.35,4037.0,867.0,Super Built up area 867(80.55 sq.m.)Built Up area: 737 sq.ft. (68.47 sq.m.)Carpet area: 650 sq.ft. (60.39 sq.m.),2,2,1,1.0,North,Moderately New Property,867.0,737.0,650.0,0,0,0,0,0,1,23,433.5
sector 31,house,huda housing board colony,4.6,31506.0,1460.04,Plot area 1460(135.64 sq.m.),2,4,3+,3.0,East,Old Property,,1460.0,,0,0,1,0,0,1,8,730.02
sector 103,flat,indiabulls centrum park,1.15,7765.0,1481.0,Super Built up area 1481(137.59 sq.m.)Built Up area: 1250 sq.ft. (116.13 sq.m.),2,2,3,8.0,North-East,Relatively new property,1481.0,1250.0,,0,1,0,0,0,0,135,740.5
sector 61,flat,smart world orchard,2.6,14723.0,1766.0,Super Built up area 1630(151.43 sq.m.),3,3,2,2.0,Na,New Property,1630.0,,,0,0,0,0,0,1,47,588.6666666666666
sector 49,flat,satya element one,0.87,19333.0,450.0,Carpet area: 450 (41.81 sq.m.),1,1,1,2.0,Na,Relatively new property,,,450.0,0,0,0,0,0,1,22,450.0
sector 109,flat,sbtl caladium,1.68,6601.0,2545.0,Super Built up area 2545(236.44 sq.m.),3,3,3+,7.0,East,Moderately New Property,2545.0,,,1,0,0,0,0,1,134,848.3333333333334
sector 37d,flat,bptp terra,1.95,14444.0,1350.0,Super Built up area 2191(203.55 sq.m.)Built Up area: 1650 sq.ft. (153.29 sq.m.)Carpet area: 1350 sq.ft. (125.42 sq.m.),4,3,3,7.0,Na,Under Construction,2191.0,1650.0,1350.0,0,0,0,0,0,1,53,337.5
sector 9a,flat,the khushboo cooperative housing society ltd,0.88,4889.0,1800.0,Super Built up area 1800(167.23 sq.m.)Carpet area: 1123 sq.ft. (104.33 sq.m.),3,3,2,2.0,North-West,Old Property,1800.0,,1123.0,0,0,0,0,0,0,31,600.0
sector 90,flat,dlf regal gardens,1.29,7104.0,1816.0,Super Built up area 1818(168.9 sq.m.)Built Up area: 1817 sq.ft. (168.8 sq.m.)Carpet area: 1816 sq.ft. (168.71 sq.m.),3,3,3+,12.0,South-East,Relatively new property,1818.0,1817.0,1816.0,1,0,0,0,0,1,152,605.3333333333334
sector 65,flat,emaar mgf emerald estate,1.73,12401.0,1395.0,Super Built up area 1395(129.6 sq.m.),3,3,3,9.0,North-West,Relatively new property,1395.0,,,1,0,0,0,0,2,159,465.0
sector 99a,flat,pareena coban residences,1.32,6610.0,1997.0,Super Built up area 1997(185.53 sq.m.)Carpet area: 1500 sq.ft. (139.35 sq.m.),3,5,3,11.0,North-East,New Property,1997.0,,1500.0,1,0,0,0,0,1,88,665.6666666666666
sector 61,flat,smart world orchard,1.57,13652.0,1150.0,Built Up area: 1150 (106.84 sq.m.),2,2,2,3.0,Na,New Property,,1150.0,,0,1,1,0,0,1,71,575.0
sector 43,flat,silverglades hightown residences,4.2,19765.0,2125.0,Super Built up area 2150(199.74 sq.m.),3,4,2,7.0,East,Under Construction,2150.0,,,0,0,0,0,0,1,42,708.3333333333334
sector 56,flat,shri banke bihari society,1.37,9133.0,1500.0,Super Built up area 1500(139.35 sq.m.)Built Up area: 1450 sq.ft. (134.71 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3,3,3+,2.0,North-East,Old Property,1500.0,1450.0,1400.0,0,0,1,0,0,1,174,500.0
sector 65,flat,m3m heights,2.1,16653.0,1261.0,Super Built up area 1261(117.15 sq.m.)Carpet area: 800 sq.ft. (74.32 sq.m.),2,2,3,8.0,Na,New Property,1261.0,,800.0,0,0,0,0,0,1,31,630.5
sector 28,flat,sahara grace,4.3,12421.0,3462.0,Super Built up area 3462.01(321.63 sq.m.),3,4,3,5.0,Na,Old Property,3462.01,,,1,0,0,0,1,1,24,1154.0
sector 11,house,independent,1.2,4444.0,2700.27,Built Up area: 300 (250.84 sq.m.),7,3,0,3.0,Na,Undefined,,300.0,,0,0,0,0,0,1,0,385.7528571428571
sector 74,flat,m3m skywalk,1.52,13345.0,1139.0,Super Built up area 1400(130.06 sq.m.)Built Up area: 1250 sq.ft. (116.13 sq.m.)Carpet area: 1139.2 sq.ft. (105.84 sq.m.),2,2,3,6.0,South-East,Relatively new property,1400.0,1250.0,1139.2,0,0,0,0,1,1,174,569.5
sector 89,flat,smart world gems,1.01,9157.0,1103.0,Carpet area: 1103 (102.47 sq.m.),2,2,2,4.0,Na,Under Construction,,,1103.0,0,1,0,0,0,1,38,551.5
sector 104,flat,ats triumph,2.3,10000.0,2300.0,Carpet area: 2290 (212.75 sq.m.),3,4,3+,15.0,North-East,New Property,,,2290.0,1,0,0,0,0,1,117,766.6666666666666
sector 92,flat,signature global city 92,0.99,6622.0,1495.0,Carpet area: 1495 (138.89 sq.m.),3,2,3,1.0,East,New Property,,,1495.0,0,0,1,0,0,1,37,498.3333333333333
sector 60,flat,ireo skyon,3.75,13393.0,2800.0,Super Built up area 2800(260.13 sq.m.)Built Up area: 2650 sq.ft. (246.19 sq.m.)Carpet area: 2350 sq.ft. (218.32 sq.m.),4,4,3,12.0,North,Relatively new property,2800.0,2650.0,2350.0,1,0,0,0,0,0,49,700.0
sector 107,flat,m3m woodshire,1.49,6311.0,2361.0,Super Built up area 2361(219.34 sq.m.),3,4,3+,5.0,East,Relatively new property,2361.0,,,1,0,0,0,1,0,174,787.0
sector 110,flat,indiabulls enigma,3.79,9896.0,3830.0,Super Built up area 3830(355.82 sq.m.),5,5,3,4.0,South-West,Relatively new property,3830.0,,,1,0,1,0,0,1,125,766.0
sector 103,flat,landmark the residency,0.9,6667.0,1350.0,Super Built up area 1350(125.42 sq.m.),2,2,2,1.0,South-West,Relatively new property,1350.0,,,0,0,0,0,0,1,44,675.0
sector 65,flat,m3m skycity,2.0,15267.0,1310.0,Super Built up area 1310(121.7 sq.m.),2,2,2,16.0,East,New Property,1310.0,,,0,0,0,0,0,0,174,655.0
sector 92,flat,sare green parc phase 3,0.75,7143.0,1050.0,Super Built up area 1326(123.19 sq.m.)Built Up area: 1298 sq.ft. (120.59 sq.m.)Carpet area: 1050 sq.ft. (97.55 sq.m.),3,2,2,3.0,East,New Property,1326.0,1298.0,1050.0,0,0,0,0,0,1,121,350.0
sector 84,flat,alpha corp gurgaonone,1.15,7497.0,1534.0,Super Built up area 1534(142.51 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),2,2,3,8.0,North-East,Relatively new property,1534.0,,1200.0,0,1,0,0,0,0,37,767.0
sector 28,flat,rose apartment,3.0,10482.0,2862.0,Super Built up area 2862(265.89 sq.m.),3,5,3+,8.0,Na,Old Property,2862.0,,,0,0,0,0,0,1,0,954.0
sector 10a,flat,karmyogi apartment,2.3,6466.0,3557.0,Carpet area: 3556 (330.36 sq.m.),6,4,2,6.0,Na,Moderately New Property,,,3556.0,0,0,0,0,0,1,0,592.8333333333334
sector 37c,flat,imperia the esfera,0.99,5455.0,1815.0,Super Built up area 1815(168.62 sq.m.)Built Up area: 1400 sq.ft. (130.06 sq.m.)Carpet area: 1270 sq.ft. (117.99 sq.m.),3,5,3+,5.0,North-West,Relatively new property,1815.0,1400.0,1270.0,1,0,0,0,0,1,49,605.0
sector 47,house,malibu towne,1.15,4646.0,2475.0,Plot area 275(25.55 sq.m.),3,3,3,2.0,North-East,Old Property,,275.0,,0,0,0,0,0,0,33,825.0
sector 17b,house,independent,8.5,18814.0,4517.91,Plot area 502(419.74 sq.m.)Built Up area: 500 sq.yards (418.06 sq.m.)Carpet area: 400 sq.yards (334.45 sq.m.),4,4,2,2.0,West,Old Property,,500.0,400.0,1,1,0,1,0,0,21,1129.4775
sector 49,flat,bestech park view city,2.7,12506.0,2159.0,Super Built up area 2159(200.58 sq.m.),3,4,3+,6.0,Na,Moderately New Property,2159.0,,,0,0,0,0,0,1,0,719.6666666666666
sector 92,flat,gls avenue 51,0.42,7107.0,591.0,Carpet area: 591 (54.91 sq.m.),2,2,1,4.0,East,Relatively new property,,,591.0,0,1,0,1,0,0,42,295.5
sector 45,house,independent,17.0,37777.0,4500.09,Plot area 4500(418.06 sq.m.),5,8,3+,3.0,North-East,Relatively new property,,4500.0,,1,1,0,1,1,2,152,900.018
sector 2,flat,bestech park view residency,0.98,6960.0,1408.0,Super Built up area 1415(131.46 sq.m.),2,2,3,0.0,East,Moderately New Property,1415.0,,,0,0,0,0,0,1,85,704.0
sohna road,flat,trisara our homes 3,0.4,6557.0,610.0,Carpet area: 602 (55.93 sq.m.),2,2,1,0.0,South,New Property,,,602.0,0,0,0,0,0,0,90,305.0
sector 108,flat,experion the heartsong,2.0,8554.0,2338.0,Super Built up area 2338(217.21 sq.m.),3,3,3+,14.0,East,Relatively new property,2338.0,,,1,0,0,0,0,1,95,779.3333333333334
sector 90,flat,dlf new town heights,1.9,5684.0,3343.0,Super Built up area 2727(253.35 sq.m.),4,4,3+,7.0,North-West,Relatively new property,2727.0,,,1,0,0,1,0,1,88,835.75
sector 82,flat,mapsko casa bella,1.38,5444.0,2535.0,Super Built up area 2535(235.51 sq.m.),4,5,3+,20.0,South-West,Relatively new property,2535.0,,,1,0,0,0,0,1,79,633.75
sector 8,house,independent,0.59,10085.0,585.03,Plot area 585(54.35 sq.m.),2,2,2,2.0,Na,Moderately New Property,,585.0,,0,0,1,0,0,1,7,292.515
sector 77,flat,umang winter hills,1.05,5763.0,1822.0,Super Built up area 1822(169.27 sq.m.)Built Up area: 1600 sq.ft. (148.64 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3,3,3,7.0,East,Relatively new property,1822.0,1600.0,1400.0,0,0,0,0,0,1,49,607.3333333333334
sector 104,flat,ats triumph,1.85,8079.0,2290.0,Super Built up area 2290(212.75 sq.m.),3,4,3+,14.0,East,Relatively new property,2290.0,,,1,1,0,1,1,1,117,763.3333333333334
sector 49,house,uppal southend,6.75,32328.0,2087.97,Built Up area: 232 (193.98 sq.m.),4,4,3,3.0,West,Relatively new property,,232.0,,1,0,0,0,0,0,26,521.9925
sector 70,flat,shree vardhman victoria,1.65,8462.0,1950.0,Carpet area: 1950 (181.16 sq.m.),3,3,2,6.0,North-West,Relatively new property,,,1950.0,0,1,0,0,0,1,72,650.0
sector 104,flat,hero homes,1.9,11249.0,1689.0,Super Built up area 1689(156.91 sq.m.)Carpet area: 1082 sq.ft. (100.52 sq.m.),3,3,3,16.0,Na,Under Construction,1689.0,,1082.0,0,0,0,1,0,0,103,563.0
sector 104,flat,godrej summit,0.98,5950.0,1647.0,Super Built up area 1647(153.01 sq.m.),3,3,3,12.0,East,Relatively new property,1647.0,,,0,0,1,0,0,1,79,549.0
sector 50,house,independent,7.0,23333.0,3000.04,Plot area 2400(222.97 sq.m.)Built Up area: 3400 sq.ft. (315.87 sq.m.)Carpet area: 3000 sq.ft. (278.71 sq.m.),4,4,2,3.0,North-East,Old Property,,3400.0,3000.0,1,0,0,0,0,1,118,750.01
sector 92,flat,sare homes,0.6,5000.0,1200.0,Carpet area: 1200 (111.48 sq.m.),3,2,3,4.0,Na,Moderately New Property,,,1200.0,0,0,0,0,0,0,49,400.0
sector 70a,flat,aipl the peaceful homes,2.55,11860.0,2150.0,Super Built up area 2150(199.74 sq.m.)Built Up area: 2000 sq.ft. (185.81 sq.m.),3,3,3,20.0,North-East,New Property,2150.0,2000.0,,1,0,1,1,0,0,150,716.6666666666666
sector 4,flat,shreeram apartment ii,0.21,4667.0,450.0,Carpet area: 450 (41.81 sq.m.),1,1,1,2.0,Na,Relatively new property,,,450.0,0,0,0,0,0,1,7,450.0
sector 50,house,independent,6.5,21667.0,2999.95,Built Up area: 3000 (278.71 sq.m.),5,6,0,1.0,Na,Undefined,,3000.0,,0,0,0,0,0,1,0,599.99
sector 24,flat,ambience lagoon,4.25,13281.0,3200.0,Super Built up area 3200(297.29 sq.m.)Carpet area: 3156 sq.ft. (293.2 sq.m.),3,4,3+,3.0,East,Old Property,3200.0,,3156.0,1,0,0,0,1,0,131,1066.6666666666667
sector 2,flat,mittal cosmos executive apartments,0.75,6550.0,1145.0,Super Built up area 1145(106.37 sq.m.)Built Up area: 1100 sq.ft. (102.19 sq.m.),2,2,2,15.0,Na,Old Property,1145.0,1100.0,,0,0,0,0,0,0,42,572.5
sector 66,flat,ireo uptown,1.32,11438.0,1154.0,Super Built up area 1158(107.58 sq.m.),2,2,2,6.0,Na,Relatively new property,1158.0,,,0,0,0,0,0,1,45,577.0
sector 92,flat,raheja navodaya,1.1,4681.0,2350.0,Built Up area: 2350 (218.32 sq.m.)Carpet area: 1850 sq.ft. (171.87 sq.m.),3,2,3,0.0,East,Undefined,,2350.0,1850.0,0,0,0,0,0,1,0,783.3333333333334
sector 102,flat,shapoorji pallonji joyville gurugram,2.12,16960.0,1250.0,Built Up area: 1852 (172.06 sq.m.)Carpet area: 1250 sq.ft. (116.13 sq.m.),3,3,3,9.0,Na,Relatively new property,,1852.0,1250.0,0,0,0,0,0,1,72,416.6666666666667
sohna road,flat,breez global hill view,0.32,5776.0,554.0,Carpet area: 554 (51.47 sq.m.),2,2,2,19.0,North,Relatively new property,,,554.0,0,0,0,0,0,0,21,277.0
sector 86,flat,pyramid urban homes 2,0.41,6902.0,594.0,Carpet area: 601 (55.83 sq.m.),2,2,1,3.0,West,Relatively new property,,,601.0,0,0,0,0,0,1,63,297.0
